Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Halosimplex halophilum		strain: TH32	2559572	ASM469812v1	GCA_004698125.1	GenBank		Scaffold	827961	4467366	2019-04-08		PRJNA528688	SAMN11242085
Halostella pelagica		strain: LYG-109	2583824	ASM476201v1	GCA_004762015.1	GenBank		Contig	530446	3868565	2019-04-09		PRJNA523687	SAMN10986242
Halorussus ruber		strain: YC25	1126238	ASM476578v1	GCA_004765785.1	GenBank		Scaffold	325637	4318307	2019-03-29		PRJNA514216	SAMN10721380
Halorussus marinus		strain: LYG-36	2505976	ASM476579v1	GCA_004765795.1	GenBank		Scaffold	365638	3763720	2019-03-29		PRJNA514410	SAMN10724292
Halorussus halobius		strain: HD8-83	1710537	ASM476580v1	GCA_004765805.1	GenBank		Scaffold	1042075	3933954	2019-03-29		PRJNA514221	SAMN10721430
Halorussus salinus		strain: YJ-37-H	1364935	ASM476581v2	GCA_004765815.2	GenBank		Scaffold	377066	4753237	2020-01-27		PRJNA514208	SAMN10721319
Halostella litorea		strain: DLLS-108	2528831	ASM478595v1	GCA_004785955.1	GenBank		Scaffold	761778	3745232	2019-04-09		PRJNA523684	SAMN10986238
Halobacterium salinarum		strain: 91-R6	2242	ASM479960v1	GCA_004799605.1	GenBank	Annotation submitted by Max-Planck-Institute of Biochemistry	Complete Genome	2178608	2429680	2019-04-18	2677	PRJNA530823	SAMN11158145
Natrinema thermotolerans		strain: A29	121872	ASM479962v1	GCA_004799625.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	3644881	4904985	2019-04-18	5017	PRJNA482292	SAMN09702595
Natronorubrum bangense		strain: JCM 10635	61858	ASM479964v1	GCA_004799645.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	3079186	4382412	2019-04-18	4312	PRJNA482706	SAMN09711300
Halapricum salinum		strain: CBA1105	1457250	ASM479966v1	GCA_004799665.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	3452056	3452056	2019-04-18	3405	PRJNA482735	SAMN09711547
Halobellus limi		strain: CGMCC 1.10331	699433	ASM479968v1	GCA_004799685.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	2958395	3749890	2019-04-18	3672	PRJNA482708	SAMN09711302
Halomicrobium mukohataei		strain: JP60	57705	ASM480373v1	GCA_004803735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3094196	3316057	2019-04-23	3363	PRJNA531092	SAMN11349655
Salinigranum halophilum		strain: DYF38	2565931	ASM491693v1	GCA_004916935.1	GenBank		Contig	497129	4403890	2019-04-26		PRJNA531811	SAMN11382565
Salinigranum halophilum		strain: ZS-5	2565931	ASM491694v1	GCA_004916945.1	GenBank		Contig	861452	4413083	2019-04-26		PRJNA531815	SAMN11382580
Halorhabdus amylolytica		strain: H27	2559573	ASM494497v1	GCA_004944975.1	GenBank		Scaffold	84824	3464929	2019-04-30		PRJNA528692	SAMN11242248
Halorientalis salina		strain: NEN8	2932266	ASM504928v1	GCA_005049285.1	GenBank		Contig	291148	3661127	2019-04-30		PRJNA527624	SAMN11155637
Haloprofundus sp. MHR1		strain: MHR1	2572921	ASM515558v1	GCA_005155585.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3051700	3051700	2019-05-06	3089	PRJNA539857	SAMN11514334
Natronomonas salsuginis		strain: F20-122	2217661	ASM523913v1	GCA_005239135.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	675769	2904418	2019-05-08	2985	PRJNA474733	SAMN09371776
halophilic archaeon SHRA6		strain: SHRA6	2575697	ASM523917v1	GCA_005239175.1	GenBank		Scaffold	840111	3359672	2019-05-08		PRJNA528369	SAMN11180613
Natronorubrum halophilum		strain: NEN6	1702106	ASM523942v1	GCA_005239425.1	GenBank		Scaffold	997360	4742822	2019-04-30		PRJNA527621	SAMN11155595
halophilic archaeon LT46		strain: LT46	2558242	ASM523943v1	GCA_005239435.1	GenBank		Scaffold	499114	5154608	2019-04-30		PRJNA527629	SAMN11155650
Haloarcula marismortui ATCC 43049		strain: ATCC 43049	272569	ASM531094v1	GCA_005310945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	3131618	4184924	2019-05-14	4236	PRJNA412908	SAMN11356379
Haloarcula mannanilytica		strain: MD130-1	2509225	ASM540612v1	GCA_005406125.1	GenBank	Annotation submitted by Functional Genome group, Center for Gene Research, Nagoya University	Contig	305109	4217270	2019-04-16	4265	PRJDB7946	SAMD00159535
Haloferax mediterranei ATCC 33500		strain: ATCC 33500	523841	ASM540632v1	GCA_005406325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	2948887	3907473	2019-05-16	3895	PRJNA412908	SAMN11356524
Halorubrum sp. SP9		strain: SP9	1537267	ASM543501v1	GCA_005435015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	65574	3650721	2019-05-16	3913	PRJNA521777	SAMN10910422
Halorubrum sp. CGM4_25_10-8A		strain: CGM4_25_10-8A	2518116	ASM543502v1	GCA_005435025.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	158003	3605315	2019-05-16	3636	PRJNA521777	SAMN10910416
Halorubrum sp. SD690R		strain: SD690R	2518117	ASM543503v1	GCA_005435035.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	105994	3734395	2019-05-16	3787	PRJNA521777	SAMN10910418
Halorubrum sp. SS5		strain: SS5	2518118	ASM543504v1	GCA_005435045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	5748	4841999	2019-05-16	5868	PRJNA521777	SAMN10910420
Halorubrum sp. SS7		strain: SS7	2518119	ASM543505v1	GCA_005435055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	136300	3629938	2019-05-16	4020	PRJNA521777	SAMN10910421
Halorubrum sp. CGM5_25_10-8B		strain: CGM5_25_10-8B	2518115	ASM543509v1	GCA_005435095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	191381	3520663	2019-05-16	3488	PRJNA521777	SAMN10910415
Halorubrum sp. ARQ200		strain: ARQ200	1855872	ASM543511v1	GCA_005435115.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	158435	3325689	2019-05-16	3418	PRJNA521777	SAMN10910414
Halorubrum sp. ASP1		strain: ASP1	2518114	ASM543513v1	GCA_005435135.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	287671	3622704	2019-05-16	3669	PRJNA521777	SAMN10910412
Halorubrum sp. GN11_10-6_MGM		strain: GN11_10-6_MGM	2518112	ASM543516v1	GCA_005435165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	87291	3321212	2019-05-16	3344	PRJNA521777	SAMN10910410
Halorubrum sp. GN11GM_10-3_MGM		strain: GN11GM_10-3_MGM	2518111	ASM543517v1	GCA_005435175.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	58222	3479302	2019-05-16	3533	PRJNA521777	SAMN10910409
Halorubrum sp. SD626R		strain: SD626R	1419722	ASM543518v1	GCA_005435185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	45174	5822829	2019-05-16	6668	PRJNA521777	SAMN10910417
Halorubrum sp. SP3		strain: SP3	1537265	ASM543519v1	GCA_005435195.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	98600	3406610	2019-05-16	3689	PRJNA521777	SAMN10910419
Halorubrum sp. ASP121		strain: ASP121	1855858	ASM543522v1	GCA_005435225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	142149	3378175	2019-05-16	3505	PRJNA521777	SAMN10910413
Halorubrum sp. GN12_10-3_MGM		strain: GN12_10-3_MGM	2518113	ASM543523v1	GCA_005435235.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	117779	3612853	2019-05-16	3672	PRJNA521777	SAMN10910411
Halalkalirubrum salinum		strain: N1521	2563889	ASM554329v1	GCA_005543295.1	GenBank		Scaffold	90674	3416214	2019-05-21		PRJNA530670	SAMN11321757
Natrinema versiforme		strain: BOL5-4	88724	ASM557661v1	GCA_005576615.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3747116	4674473	2019-05-22	4589	PRJNA412908	SAMN11637627
Natrinema pallidum		strain: BOL6-1	69527	ASM589019v1	GCA_005890195.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3503953	3778093	2019-05-30	3785	PRJNA412908	SAMN11840646
Haloterrigena sp. H1		strain: H1	2552943	ASM593808v1	GCA_005938085.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	3035199	4263024	2019-06-03	4326	PRJNA526987	SAMN11125369
Halostella pelagica		strain: DL-M4	2583824	ASM595474v1	GCA_005954745.1	GenBank		Complete Genome	3203198	3942449	2019-06-04		PRJNA544889	SAMN11866221
Salinadaptatus halalkaliphilus		strain: XQ-INN 246	2419781	ASM654304v1	GCA_006543045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	154185	4521535	2019-04-19	4447	PRJNA494838	SAMN10181221
Halonotius roseus		strain: F9-27	2511997	ASM686165v1	GCA_006861655.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	408764	2564341	2019-07-10	2674	PRJNA520816	SAMN10868424
Halonotius terrestris		strain: F15B	2487750	ASM686166v1	GCA_006861665.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	536676	2841436	2019-07-10	3035	PRJNA504758	SAMN10397912
Haloferax sp. wsp5		strain: wsp5	2137971	ASM686433v1	GCA_006864335.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	3063675	3343591	2019-07-10	3973	PRJNA445770	SAMN08798509
Salinigranum halophilum		strain: YJ-53	2565931	ASM700473v1	GCA_007004735.1	GenBank		Scaffold	646974	4196798	2019-07-12		PRJNA531820	SAMN11382603
Halobacteriales archaeon		isolate: CSSed162cmA_517	1904752	ASM711807v1	GCA_007118075.1	GenBank		Contig	10038	1830711	2019-07-18		PRJNA453733	SAMN10606196
Halobacteriales archaeon		isolate: CSSed162cmA_512	1904752	ASM711814v1	GCA_007118145.1	GenBank		Contig	46495	1723444	2019-07-18		PRJNA453733	SAMN10606192
Halobacteriales archaeon		isolate: CSSed162cmA_432R1	1904752	ASM711897v1	GCA_007118975.1	GenBank		Contig	35427	3432512	2019-07-18		PRJNA453733	SAMN10606151
Halovivax sp.		isolate: CSSed162cmA_395	1935978	ASM711934v1	GCA_007119345.1	GenBank		Contig	20678	3855275	2019-07-18		PRJNA453733	SAMN10606132
Natronococcus sp.		isolate: CSSed162cmA_244	35747	ASM712112v1	GCA_007121125.1	GenBank		Contig	9433	2791593	2019-07-18		PRJNA453733	SAMN10606042
Halococcaceae archaeon		isolate: CSSed162cmA_235	2497617	ASM712121v1	GCA_007121215.1	GenBank		Contig	5820	2574419	2019-07-18		PRJNA453733	SAMN10606037
Halococcaceae archaeon		isolate: CSSed162cmA_220R1	2497617	ASM712147v1	GCA_007121475.1	GenBank		Contig	8786	1404164	2019-07-18		PRJNA453733	SAMN10606026
Natronomonas sp.		isolate: CSSed162cmA_152	2184060	ASM712157v1	GCA_007121575.1	GenBank		Contig	5157	1877326	2019-07-18		PRJNA453733	SAMN10605990
Natronorubrum sp.		isolate: CSSed162cmA_98	2052480	ASM712211v1	GCA_007122115.1	GenBank		Contig	7053	2535683	2019-07-18		PRJNA453733	SAMN10606250
Haloarculaceae archaeon		isolate: CSSed162cmA_77	2497615	ASM712245v1	GCA_007122455.1	GenBank		Contig	26562	2933305	2019-07-18		PRJNA453733	SAMN10606235
Halobacteriales archaeon		isolate: CSSed162cmA_53	1904752	ASM712282v1	GCA_007122825.1	GenBank		Contig	4148	1788634	2019-07-18		PRJNA453733	SAMN10606208
Salinarchaeum sp.		isolate: CSSed162cmA_529R1	2018670	ASM712287v1	GCA_007122875.1	GenBank		Contig	20810	1895399	2019-07-18		PRJNA453733	SAMN10606207
Haloferacaceae archaeon		isolate: CSSed162cmA_51R1	2080321	ASM712302v1	GCA_007123025.1	GenBank		Contig	11507	1525517	2019-07-18		PRJNA453733	SAMN10606199
Salinarchaeum sp.		isolate: CSSed162cmA_311R1	2018670	ASM712310v1	GCA_007123105.1	GenBank		Contig	20473	1877821	2019-07-18		PRJNA453733	SAMN10606083
Halobacteriales archaeon		isolate: CSSed162cmB_557	1904752	ASM712523v1	GCA_007125235.1	GenBank		Contig	43178	2119896	2019-07-18		PRJNA453733	SAMN10607186
Natronococcus sp.		isolate: CSSed162cmB_51	35747	ASM712571v1	GCA_007125715.1	GenBank		Contig	34431	3258450	2019-07-18		PRJNA453733	SAMN10607162
Haloarculaceae archaeon		isolate: CSSed162cmB_331	2497615	ASM712735v1	GCA_007127355.1	GenBank		Contig	6389	2344218	2019-07-18		PRJNA453733	SAMN10607080
Natronorubrum sp.		isolate: CSSed162cmB_302R1	2052480	ASM712773v1	GCA_007127735.1	GenBank		Contig	5642	1627630	2019-07-18		PRJNA453733	SAMN10607060
Halococcaceae archaeon		isolate: CSSed162cmB_235	2497617	ASM712851v1	GCA_007128515.1	GenBank		Contig	5338	2468096	2019-07-18		PRJNA453733	SAMN10607023
Halococcaceae archaeon		isolate: CSSed162cmB_185	2497617	ASM712913v1	GCA_007129135.1	GenBank		Contig	8019	2698993	2019-07-18		PRJNA453733	SAMN10606990
Natronorubrum sp.		isolate: CSSed165cm_84	2052480	ASM713017v1	GCA_007130175.1	GenBank		Contig	4742	2509366	2019-07-18		PRJNA453733	SAMN10610679
Halococcaceae archaeon		isolate: CSSed165cm_529	2497617	ASM713148v1	GCA_007131485.1	GenBank		Contig	6978	2561893	2019-07-18		PRJNA453733	SAMN10610612
Natronococcus sp.		isolate: CSSed165cm_285R1	35747	ASM713442v1	GCA_007134425.1	GenBank		Contig	21879	2573846	2019-07-18		PRJNA453733	SAMN10610466
Natronomonas sp.		isolate: CSSed165cm_214	2184060	ASM713543v1	GCA_007135435.1	GenBank		Contig	5792	3110843	2019-07-18		PRJNA453733	SAMN10610415
Halovivax sp.		isolate: CSSed165cm_208	1935978	ASM713550v1	GCA_007135505.1	GenBank		Contig	5645	2444395	2019-07-18		PRJNA453733	SAMN10610411
Haloglomus irregulare		strain: F16-60	2234134	ASM742192v1	GCA_007421925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Scaffold	175362	4004362	2019-07-24	3922	PRJNA477537	SAMN09473901
Halobellus captivus		strain: ZY21	2592614	ASM765548v1	GCA_007655485.1	GenBank		Scaffold	88167	3351536	2019-07-30		PRJNA549549	SAMN12091411
Halorubrum salsamenti		strain: Y69	2583990	ASM767168v1	GCA_007671685.1	GenBank		Scaffold	398455	3674958	2019-07-30		PRJNA544987	SAMN11867824
Halorubrum depositum		strain: Y78	2583992	ASM767172v1	GCA_007671725.1	GenBank		Contig	1386341	3182860	2019-07-30		PRJNA545018	SAMN11869061
Haloferax volcanii		strain: SS0101	2246	ASM771422v1	GCA_007714225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	18910	3784342	2019-07-30	4128	PRJNA493966	SAMN12359455
Salarchaeum sp. JOR-1		strain: JOR-1	2599399	ASM783327v1	GCA_007833275.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2344456	2523371	2019-08-05	2633	PRJNA412908	SAMN12388109
Haloferacaceae archaeon KCTC 4243		strain: KCTC 4243	2508723	ASM789646v1	GCA_007896465.1	GenBank		Contig	622716	4893921	2019-08-07		PRJNA516034	SAMN10781287
Natronococcus pandeyae		strain: LS1_42	2055836	ASM812220v1	GCA_008122205.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	288393	5316806	2019-08-28	5174	PRJNA419469	SAMN08056113
Halobacterium salinarum DSM 3754		strain: DSM 3754	2597657	ASM812460v1	GCA_008124605.1	GenBank	Annotation submitted by DOE Joint Genome Institute	Contig	544557	2364912	2019-08-29	2478	PRJNA298097	SAMN04244564
Natrialba swarupiae		strain: ESP3B_9	2448032	ASM824522v1	GCA_008245225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	129190	4201486	2019-09-03	4016	PRJNA561681	SAMN12624145
Haloarcula sp. CBA1131		strain: CBA1131	1853686	ASM872897v1	GCA_008728975.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	3019477	4334589	2019-09-30	4297	PRJNA505367	SAMN10417080
Haloarcula sp. CBA1130		strain: CBA1130	1853685	ASM872900v1	GCA_008729005.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	2936187	3999003	2019-09-30	3996	PRJNA505364	SAMN10417078
Haloarcula sp. CBA1129		strain: CBA1129	1853684	ASM872901v1	GCA_008729015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	3475413	4048546	2019-09-30	4066	PRJNA505234	SAMN10412378
Haloarcula hispanica		strain: CBA1121	51589	ASM872909v1	GCA_008729095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Contig	3025665	3896891	2019-09-30	3859	PRJNA505123	SAMN10411032
Haloferax sp. CBA1148		strain: CBA1148	2650752	ASM880681v1	GCA_008806815.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2982643	3561692	2019-10-02	3581	PRJNA574495	SAMN12855944
Halorubrum halophilum		strain: CBA1147	413816	ASM880689v1	GCA_008806895.1	GenBank		Contig	2734347	3255273	2019-10-02		PRJNA574492	SAMN12856018
Haloferax sp. CBA1150		strain: CBA1150	2650754	ASM880690v1	GCA_008806905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3071932	3480702	2019-10-02	3460	PRJNA574493	SAMN12855975
Haloferax sp. CBA1149		strain: CBA1149	2650753	ASM880691v1	GCA_008806915.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2788700	3487106	2019-10-02	3483	PRJNA574494	SAMN12855970
Halorussus halophilus		strain: ZS-3	2650975	ASM883154v1	GCA_008831545.1	GenBank		Complete Genome	3636252	4450731	2019-10-07		PRJNA574568	SAMN12860083
Salinigranum salinum		strain: YJ-50-S2	1364937	ASM917654v1	GCA_009176545.1	GenBank		Contig	2436551	4690830	2019-10-18		PRJNA562806	SAMN12651047
Halosegnis rubeus		strain: F17-44	2212850	ASM918454v1	GCA_009184545.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	553928	2660599	2019-10-19	2817	PRJNA474095	SAMN09291540
Halosegnis rubeus		strain: F19-13	2212850	ASM918455v1	GCA_009184555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	373060	2435049	2019-10-19	2626	PRJNA477538	SAMN09473933
Halosegnis rubeus		strain: F18-79	2212850	ASM918457v1	GCA_009184575.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	309021	2422107	2019-10-19	2618	PRJNA474728	SAMN09371719
Halomicrobium sp. ZPS1		strain: ZPS1	2790029	ASM921758v1	GCA_009217585.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3094203	3094203	2019-10-22	3179	PRJNA577378	SAMN13024714
Natronorubrum aibiense		strain: 7-3	348826	ASM939289v1	GCA_009392895.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3352994	4348483	2019-10-30	4250	PRJNA578237	SAMN13053294
Halomicrobium sp. LC1Hm		strain: LC1Hm	2610902	ASM961799v1	GCA_009617995.1	GenBank	Annotation submitted by C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM)	Complete Genome	3105114	3329031	2019-11-07	3504	PRJNA565665	SAMN12757031
Halosegnis longus		strain: F12-1	2216012	ASM966339v1	GCA_009663395.1	GenBank		Scaffold	2451061	2768215	2019-11-14		PRJNA474704	SAMN09370565
Haloferax marinisediminis		strain: MBLA0077	2666142	ASM967458v1	GCA_009674585.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2788700	3487106	2019-11-19	3475	PRJNA588692	SAMN13255723
Haloferax litoreum		strain: MBLA0076	2666140	ASM967460v1	GCA_009674605.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2982643	3561692	2019-11-19	3594	PRJNA588687	SAMN13255718
Haloferax marinum		strain: MBLA0078	2666143	ASM967462v1	GCA_009674625.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3071932	3480702	2019-11-19	3462	PRJNA588694	SAMN13255728
Halorhabdus sp. CBA1104		strain: CBA1104	1380432	ASM969062v1	GCA_009690625.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	2628395	2628395	2019-11-22	2613	PRJNA505116	SAMN10411009
Haloarcula sp. CBA1122		strain: CBA1122	2668069	ASM974178v1	GCA_009741785.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	64912	3798625	2019-12-11	3875	PRJNA588925	SAMN13266887
Halapricum sp. CBA1109		strain: CBA1109	2668068	ASM974182v1	GCA_009741825.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	17560	2965017	2019-12-11	3173	PRJNA588925	SAMN13266885
Natronomonas sp. CBA1123		strain: CBA1123	2668070	ASM974192v1	GCA_009741925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	64281	3452035	2019-12-11	3671	PRJNA588925	SAMN13266922
Halogeometricum sp. CBA1124		strain: CBA1124	2668071	ASM974195v1	GCA_009741955.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	15838	4095662	2019-12-11	4340	PRJNA588925	SAMN13266923
Halobacterium sp. CBA1126		strain: CBA1126	2668074	ASM974197v1	GCA_009741975.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	22630	2730868	2019-12-11	3042	PRJNA588925	SAMN13267012
Halorubrum sp. CBA1125		strain: CBA1125	2668072	ASM974282v1	GCA_009742825.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	13835	3230170	2019-12-11	3369	PRJNA588925	SAMN13266925
Haloplanus rallus		strain: MBLA0036	1816183	ASM976227v1	GCA_009762275.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline	Complete Genome	3292487	3560302	2019-12-18	3641	PRJNA508483	SAMN10524788
Salinibaculum litoreum		strain: HD8-45	1710541	ASM978917v1	GCA_009789175.1	GenBank		Complete Genome	3315991	3732358	2019-12-21		PRJNA592752	SAMN13439348
Halomarina oriensis		strain: JCM 16495	671145	ASM979139v1	GCA_009791395.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	129742	4069707	2019-12-22	4250	PRJNA596047	SAMN13563881
Halorhabdus sp. CUG00001		strain: CUG00001	2600297	ASM979792v1	GCA_009797925.1	GenBank		Contig	2617656	2617656	2019-12-24		PRJNA558238	SAMN12430248
Halorubrum sp. JWXQ-INN 858		strain: 858	2690782	ASM980698v1	GCA_009806985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	292064	3108822	2019-12-28	2993	PRJNA494838	SAMN13632794
Natrialba sp. INN-245		strain: INN-245	2690967	ASM980710v1	GCA_009807105.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	144882	4162630	2019-12-28	4048	PRJNA494838	SAMN13632399
Salinirussus salinus		strain: YGH44	1198300	ASM983145v1	GCA_009831455.1	GenBank		Contig	771916	3369022	2020-01-06		PRJNA592750	SAMN13439345
Halobacterium bonnevillei		strain: PCN9	2692200	ASM983155v1	GCA_009831555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	16966	3499479	2020-01-06	3864	PRJNA597550	SAMN13677126
Halovenus carboxidivorans		strain: WSH3	2692199	ASM983157v1	GCA_009831575.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	505147	3245916	2020-01-06	3285	PRJNA597474	SAMN13676160
