gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
NZ_AOLZ01000012.1_199	302	FunFam	Pyridoxine biosynthesis protein PDX1	9	301	0	NZ_AOLZ01000012.1	199
NZ_AOLZ01000012.1_199	302	Gene3D	Aldolase class I	8	302	0	NZ_AOLZ01000012.1	199
NZ_AOLZ01000012.1_199	302	PANTHER	PYRIDOXAL 5'-PHOSPHATE SYNTHASE SUBUNIT SNZ1-RELATED	11	296	6.5e-129	NZ_AOLZ01000012.1	199
NZ_AOLZ01000012.1_199	302	SUPERFAMILY	Ribulose-phoshate binding barrel	26	277	5.65e-60	NZ_AOLZ01000012.1	199
NZ_AOLZ01000012.1_199	302	Pfam	SOR/SNZ family	16	220	1.5e-102	NZ_AOLZ01000012.1	199
NZ_AOLZ01000012.1_199	302	CDD	pdxS	19	301	0	NZ_AOLZ01000012.1	199
NZ_AOLZ01000012.1_199	302	PIRSF	Pdx1	3	302	0	NZ_AOLZ01000012.1	199
NZ_AOLZ01000012.1_199	302	NCBIfam	pyridoxal 5'-phosphate synthase lyase subunit PdxS	17	301	0	NZ_AOLZ01000012.1	199
NZ_AOLZ01000012.1_187	873	Pfam	MMPL family	654	865	2.9e-22	NZ_AOLZ01000012.1	187
NZ_AOLZ01000012.1_187	873	Pfam	MMPL family	241	340	3.3e-08	NZ_AOLZ01000012.1	187
NZ_AOLZ01000012.1_187	873	SUPERFAMILY	Multidrug efflux transporter AcrB transmembrane domain	227	436	5.36e-23	NZ_AOLZ01000012.1	187
NZ_AOLZ01000012.1_187	873	PANTHER	MEMBRANE PROTEIN MJ1562-RELATED	7	340	5.1e-47	NZ_AOLZ01000012.1	187
NZ_AOLZ01000012.1_187	873	Gene3D	Multidrug efflux transporter AcrB transmembrane domain	232	440	1.5e-23	NZ_AOLZ01000012.1	187
NZ_AOLZ01000012.1_187	873	Gene3D	Multidrug efflux transporter AcrB transmembrane domain	668	869	7.4e-31	NZ_AOLZ01000012.1	187
NZ_AOLZ01000012.1_187	873	SUPERFAMILY	Multidrug efflux transporter AcrB transmembrane domain	651	868	5.89e-29	NZ_AOLZ01000012.1	187
NZ_AOLZ01000012.1_161	361	PANTHER	TRANSCRIPTIONAL REGULATOR, ASNC FAMILY	10	138	7.5e-32	NZ_AOLZ01000012.1	161
NZ_AOLZ01000012.1_161	361	Pfam	AsnC-like ligand binding domain	74	151	1e-13	NZ_AOLZ01000012.1	161
NZ_AOLZ01000012.1_161	361	Pfam	AsnC-like ligand binding domain	251	342	3.7e-26	NZ_AOLZ01000012.1	161
NZ_AOLZ01000012.1_116	381	PIRSF	PIGM	2	378	4.5e-27	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	SUPERFAMILY	Acyl-CoA dehydrogenase NM domain-like	2	237	1.7e-77	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	FunFam	Acyl-CoA dehydrogenase FadE19	1	117	2.2e-32	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	FunFam	Acyl-CoA dehydrogenase FadE25	232	376	3.6e-58	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	SUPERFAMILY	Acyl-CoA dehydrogenase C-terminal domain-like	225	374	2.42e-57	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	Pfam	Acyl-CoA dehydrogenase, C-terminal domain	227	374	5.9e-53	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	FunFam	Acyl-CoA dehydrogenase, mitochondrial	118	231	1.4e-37	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	PANTHER	ACYL-COA DEHYDROGENASE	2	375	0	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	Pfam	Acyl-CoA dehydrogenase, middle domain	119	215	1.1e-26	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_116	381	Pfam	Acyl-CoA dehydrogenase, N-terminal domain	4	114	1.5e-34	NZ_AOLZ01000012.1	116
NZ_AOLZ01000012.1_170	445	PANTHER	TRANSMEMBRANE PROTEIN 19	201	415	3.5e-36	NZ_AOLZ01000012.1	170
NZ_AOLZ01000012.1_170	445	Pfam	Integral membrane protein DUF92	208	425	4.1e-52	NZ_AOLZ01000012.1	170
NZ_AOLZ01000012.1_58	46	SUPERFAMILY	Rubredoxin-like	11	37	3.53e-06	NZ_AOLZ01000012.1	58
NZ_AOLZ01000012.1_58	46	NCBIfam	rubrerythrin-like domain	14	46	1.4e-17	NZ_AOLZ01000012.1	58
NZ_AOLZ01000012.1_166	502	Pfam	Mo-co oxidoreductase dimerisation domain	409	483	1.1e-08	NZ_AOLZ01000012.1	166
NZ_AOLZ01000012.1_166	502	SUPERFAMILY	E set domains	399	498	3.92e-23	NZ_AOLZ01000012.1	166
NZ_AOLZ01000012.1_166	502	SUPERFAMILY	Oxidoreductase molybdopterin-binding domain	228	421	1.44e-50	NZ_AOLZ01000012.1	166
NZ_AOLZ01000012.1_166	502	PANTHER	SULFITE REDUCTASE	239	485	2.1e-41	NZ_AOLZ01000012.1	166
NZ_AOLZ01000012.1_166	502	Pfam	Oxidoreductase molybdopterin binding domain	239	384	2.2e-32	NZ_AOLZ01000012.1	166
NZ_AOLZ01000012.1_125	168	PANTHER	GNAT FAMILY N-ACETYLTRANSFERASE	42	162	1.1e-11	NZ_AOLZ01000012.1	125
NZ_AOLZ01000012.1_125	168	Pfam	Acetyltransferase (GNAT) family	54	157	1.6e-12	NZ_AOLZ01000012.1	125
NZ_AOLZ01000012.1_125	168	SUPERFAMILY	Acyl-CoA N-acyltransferases (Nat)	1	163	2.27e-23	NZ_AOLZ01000012.1	125
NZ_AOLZ01000012.1_115	566	PANTHER	METHYLMALONYL-COA MUTASE, MITOCHONDRIAL-RELATED	14	562	0	NZ_AOLZ01000012.1	115
NZ_AOLZ01000012.1_115	566	SUPERFAMILY	Cobalamin (vitamin B12)-dependent enzymes	13	559	0	NZ_AOLZ01000012.1	115
NZ_AOLZ01000012.1_115	566	Pfam	Methylmalonyl-CoA mutase	38	556	0	NZ_AOLZ01000012.1	115
NZ_AOLZ01000012.1_115	566	CDD	MM_CoA_mutase_ICM_like	21	557	0	NZ_AOLZ01000012.1	115
NZ_AOLZ01000012.1_115	566	NCBIfam	methylmalonyl-CoA mutase N-terminal domain	36	562	0	NZ_AOLZ01000012.1	115
NZ_AOLZ01000012.1_173	308	CDD	HTH_ARSR	32	109	5.29531e-11	NZ_AOLZ01000012.1	173
NZ_AOLZ01000012.1_173	308	Pfam	Helix-turn-helix domain	29	85	6.6e-14	NZ_AOLZ01000012.1	173
NZ_AOLZ01000012.1_173	308	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	26	107	3.47e-14	NZ_AOLZ01000012.1	173
NZ_AOLZ01000012.1_197	235	PANTHER	HYPOTHETICAL MEMBRANE SPANNING PROTEIN	18	223	2.2e-40	NZ_AOLZ01000012.1	197
NZ_AOLZ01000012.1_197	235	Pfam	Protein of unknown function (DUF1405)	42	214	3.6e-47	NZ_AOLZ01000012.1	197
NZ_AOLZ01000012.1_75	253	Pfam	Bacteriorhodopsin-like protein	5	214	6e-06	NZ_AOLZ01000012.1	75
NZ_AOLZ01000012.1_75	253	SMART	Bac_rhodopsin_2	4	226	6.4e-07	NZ_AOLZ01000012.1	75
NZ_AOLZ01000012.1_75	253	SUPERFAMILY	Family A G protein-coupled receptor-like	5	217	1.83e-16	NZ_AOLZ01000012.1	75
NZ_AOLZ01000012.1_111	320	SUPERFAMILY	NAD(P)-binding Rossmann-fold domains	103	285	5.15e-50	NZ_AOLZ01000012.1	111
NZ_AOLZ01000012.1_111	320	CDD	PGDH_4	9	309	6.27532e-113	NZ_AOLZ01000012.1	111
NZ_AOLZ01000012.1_111	320	Pfam	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	20	316	3.6e-32	NZ_AOLZ01000012.1	111
NZ_AOLZ01000012.1_111	320	PANTHER	D-ISOMER SPECIFIC 2-HYDROXYACID DEHYDROGENASE FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_6G10090)	28	316	1.1e-73	NZ_AOLZ01000012.1	111
NZ_AOLZ01000012.1_111	320	Pfam	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	109	284	4.6e-50	NZ_AOLZ01000012.1	111
NZ_AOLZ01000012.1_111	320	SUPERFAMILY	Formate/glycerate dehydrogenase catalytic domain-like	9	133	5.29e-33	NZ_AOLZ01000012.1	111
NZ_AOLZ01000012.1_198	361	SUPERFAMILY	Quinoprotein alcohol dehydrogenase-like	155	353	1.26e-24	NZ_AOLZ01000012.1	198
NZ_AOLZ01000012.1_198	361	Pfam	PQQ-like domain	196	352	1.5e-14	NZ_AOLZ01000012.1	198
NZ_AOLZ01000012.1_198	361	SUPERFAMILY	Quinoprotein alcohol dehydrogenase-like	38	214	1.1e-17	NZ_AOLZ01000012.1	198
NZ_AOLZ01000012.1_198	361	PANTHER	CELL SURFACE PROTEIN	88	345	7.2e-22	NZ_AOLZ01000012.1	198
NZ_AOLZ01000012.1_65	256	PANTHER	METHYLTRANSFERASE	49	220	5.2e-14	NZ_AOLZ01000012.1	65
NZ_AOLZ01000012.1_65	256	Gene3D	Vaccinia Virus protein VP39	49	238	5.1e-39	NZ_AOLZ01000012.1	65
NZ_AOLZ01000012.1_65	256	SUPERFAMILY	S-adenosyl-L-methionine-dependent methyltransferases	9	229	9.88e-36	NZ_AOLZ01000012.1	65
NZ_AOLZ01000012.1_65	256	CDD	AdoMet_MTases	75	161	4.88668e-11	NZ_AOLZ01000012.1	65
NZ_AOLZ01000012.1_65	256	Pfam	Methyltransferase domain	62	157	3.3e-21	NZ_AOLZ01000012.1	65
NZ_AOLZ01000012.1_202	293	SUPERFAMILY	GHMP Kinase, C-terminal domain	154	273	7.77e-25	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	PANTHER	HOMOSERINE/4-DIPHOSPHOCYTIDYL-2-C-METHYL-D-ERYTHRITOL KINASE	3	290	2.1e-72	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	NCBIfam	homoserine kinase	2	271	2.3e-58	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	PRINTS	Homoserine kinase signature	9	24	1.5e-23	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	PRINTS	Homoserine kinase signature	86	101	1.5e-23	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	PRINTS	Homoserine kinase signature	126	139	1.5e-23	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	PRINTS	Homoserine kinase signature	238	253	1.5e-23	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	Pfam	GHMP kinases N terminal domain	72	139	1.3e-14	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	SUPERFAMILY	Ribosomal protein S5 domain 2-like	1	147	5.39e-31	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	Pfam	GHMP kinases C terminal	199	271	2.4e-07	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_202	293	PIRSF	Homoser_kin	1	293	4.2e-78	NZ_AOLZ01000012.1	202
NZ_AOLZ01000012.1_95	597	PANTHER	TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED	297	592	6e-27	NZ_AOLZ01000012.1	95
NZ_AOLZ01000012.1_95	597	SUPERFAMILY	Ribonuclease H-like	490	538	1.59e-06	NZ_AOLZ01000012.1	95
NZ_AOLZ01000012.1_95	597	Pfam	Transposase DDE domain	330	544	6.7e-13	NZ_AOLZ01000012.1	95
NZ_AOLZ01000012.1_185	350	CDD	NADP_ADH	1	349	0	NZ_AOLZ01000012.1	185
NZ_AOLZ01000012.1_185	350	SUPERFAMILY	NAD(P)-binding Rossmann-fold domains	139	312	3.68e-38	NZ_AOLZ01000012.1	185
NZ_AOLZ01000012.1_185	350	SUPERFAMILY	GroES-like	1	181	1.51e-39	NZ_AOLZ01000012.1	185
NZ_AOLZ01000012.1_185	350	Pfam	Zinc-binding dehydrogenase	176	307	2e-24	NZ_AOLZ01000012.1	185
NZ_AOLZ01000012.1_185	350	PANTHER	ZINC-TYPE ALCOHOL DEHYDROGENASE-LIKE	1	349	5.6e-89	NZ_AOLZ01000012.1	185
NZ_AOLZ01000012.1_185	350	Pfam	Alcohol dehydrogenase GroES-like domain	30	127	3.5e-17	NZ_AOLZ01000012.1	185
NZ_AOLZ01000012.1_13	352	NCBIfam	RNA-guided endonuclease TnpB family protein	54	341	1.1e-44	NZ_AOLZ01000012.1	13
NZ_AOLZ01000012.1_13	352	Pfam	Putative transposase DNA-binding domain	275	341	1.8e-20	NZ_AOLZ01000012.1	13
NZ_AOLZ01000012.1_13	352	NCBIfam	IS200/IS605 family accessory protein TnpB-like domain	227	302	1.3e-14	NZ_AOLZ01000012.1	13
NZ_AOLZ01000012.1_12	97	Pfam	Transcriptional regulator PadR-like family	13	79	2.5e-17	NZ_AOLZ01000012.1	12
NZ_AOLZ01000012.1_12	97	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	2	94	7.96e-20	NZ_AOLZ01000012.1	12
NZ_AOLZ01000012.1_83	191	CDD	LbH_gamma_CA_like	15	165	4.22985e-48	NZ_AOLZ01000012.1	83
NZ_AOLZ01000012.1_83	191	Gene3D	Hexapeptide repeat proteins	4	159	5.6e-38	NZ_AOLZ01000012.1	83
NZ_AOLZ01000012.1_83	191	SUPERFAMILY	Trimeric LpxA-like enzymes	7	139	2.77e-36	NZ_AOLZ01000012.1	83
NZ_AOLZ01000012.1_83	191	PANTHER	DYNACTIN SUBUNIT P25	7	171	8.9e-35	NZ_AOLZ01000012.1	83
NZ_AOLZ01000012.1_100	275	SUPERFAMILY	FAH	62	274	2.75e-52	NZ_AOLZ01000012.1	100
NZ_AOLZ01000012.1_100	275	PANTHER	ACYLPYRUVASE	69	273	2.1e-43	NZ_AOLZ01000012.1	100
NZ_AOLZ01000012.1_100	275	Pfam	Fumarylacetoacetate (FAA) hydrolase family	74	273	9.6e-46	NZ_AOLZ01000012.1	100
NZ_AOLZ01000012.1_117	249	PANTHER	HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, ICLR FAMILY	3	240	1.6e-52	NZ_AOLZ01000012.1	117
NZ_AOLZ01000012.1_117	249	Pfam	Bacterial transcriptional regulator	128	240	1.9e-32	NZ_AOLZ01000012.1	117
NZ_AOLZ01000012.1_117	249	SMART	iclrneu	6	93	4.2e-19	NZ_AOLZ01000012.1	117
NZ_AOLZ01000012.1_117	249	Pfam	IclR helix-turn-helix domain	8	57	8.4e-15	NZ_AOLZ01000012.1	117
NZ_AOLZ01000012.1_117	249	SUPERFAMILY	GAF domain-like	70	242	1.05e-47	NZ_AOLZ01000012.1	117
NZ_AOLZ01000012.1_117	249	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	8	76	3.56e-14	NZ_AOLZ01000012.1	117
NZ_AOLZ01000012.1_61	373	SUPERFAMILY	PLP-dependent transferases	10	371	1.39e-78	NZ_AOLZ01000012.1	61
NZ_AOLZ01000012.1_61	373	PIRSF	SPT	1	373	3.5e-93	NZ_AOLZ01000012.1	61
NZ_AOLZ01000012.1_61	373	PANTHER	AMINOTRANSFERASE CLASS V	6	369	2.6e-62	NZ_AOLZ01000012.1	61
NZ_AOLZ01000012.1_61	373	Gene3D	Aspartate Aminotransferase, domain 1	10	357	4.7e-99	NZ_AOLZ01000012.1	61
NZ_AOLZ01000012.1_61	373	Pfam	Aminotransferase class-V	147	322	3.5e-13	NZ_AOLZ01000012.1	61
NZ_AOLZ01000012.1_17	617	Pfam	FG-GAP-like repeat	5	67	1e-07	NZ_AOLZ01000012.1	17
NZ_AOLZ01000012.1_17	617	SUPERFAMILY	Integrin alpha N-terminal domain	2	364	3.66e-15	NZ_AOLZ01000012.1	17
NZ_AOLZ01000012.1_154	618	NCBIfam	molybdenum cofactor biosynthesis domain	184	322	8.6e-31	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	SUPERFAMILY	MoeA C-terminal domain-like	338	411	2.62e-12	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	Pfam	PBP superfamily domain	440	612	4.5e-25	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	Pfam	MoeA N-terminal region (domain I and II)	12	174	1.6e-37	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	SUPERFAMILY	Molybdenum cofactor biosynthesis proteins	183	331	3.4e-37	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	Pfam	MoeA C-terminal region (domain IV)	341	410	2.3e-13	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	Pfam	Probable molybdopterin binding domain	187	325	2e-24	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	PANTHER	MOLYBDOPTERIN BIOSYNTHESIS PROTEIN	13	410	6e-103	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	Gene3D	Molybdopterin biosynthesis moea protein, domain 2	29	181	3.6e-101	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	SMART	MoCF_biosynth_3a	187	326	1.1e-38	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	SUPERFAMILY	MoeA N-terminal region -like	10	183	8.11e-50	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	CDD	MoeA	13	410	0	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	FunFam	Molybdopterin molybdenumtransferase	52	148	6.4e-21	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_154	618	Gene3D	Molybdopterin biosynthesis moea protein, domain 3.	52	148	3.6e-101	NZ_AOLZ01000012.1	154
NZ_AOLZ01000012.1_190	893	CDD	Anticodon_Ia_Val	599	722	2.94448e-36	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	Pfam	tRNA synthetases class I (I, L, M and V)	35	596	8.1e-122	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	SUPERFAMILY	Nucleotidylyl transferase	22	605	7.09e-113	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	Gene3D	HUPs	297	599	5.2e-63	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	NCBIfam	valine--tRNA ligase	25	829	0	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	PRINTS	Valyl-tRNA synthetase signature	59	70	3e-20	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	PRINTS	Valyl-tRNA synthetase signature	252	269	3e-20	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	PRINTS	Valyl-tRNA synthetase signature	367	380	3e-20	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	PRINTS	Valyl-tRNA synthetase signature	476	497	3e-20	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	PRINTS	Valyl-tRNA synthetase signature	513	531	3e-20	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	SUPERFAMILY	ValRS/IleRS/LeuRS editing domain	215	362	1.14e-42	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	Gene3D	HUPs	24	227	5.3e-49	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	PANTHER	VALYL-TRNA SYNTHETASES	17	807	0	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	Pfam	Anticodon-binding domain of tRNA ligase	639	781	2.4e-35	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_190	893	SUPERFAMILY	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	611	820	3.74e-44	NZ_AOLZ01000012.1	190
NZ_AOLZ01000012.1_8	390	NCBIfam	IS200/IS605 family accessory protein TnpB-like domain	218	296	1e-16	NZ_AOLZ01000012.1	8
NZ_AOLZ01000012.1_8	390	NCBIfam	RNA-guided endonuclease TnpB family protein	89	337	6e-35	NZ_AOLZ01000012.1	8
NZ_AOLZ01000012.1_8	390	Pfam	Putative transposase DNA-binding domain	269	337	1e-15	NZ_AOLZ01000012.1	8
NZ_AOLZ01000012.1_118	471	SUPERFAMILY	GckA/TtuD-like	27	459	4.32e-122	NZ_AOLZ01000012.1	118
NZ_AOLZ01000012.1_118	471	Pfam	MOFRL family	352	453	5.2e-28	NZ_AOLZ01000012.1	118
NZ_AOLZ01000012.1_118	471	Pfam	Domain of unknown function (DUF4147)	30	267	2.5e-79	NZ_AOLZ01000012.1	118
NZ_AOLZ01000012.1_118	471	Gene3D	MOFRL domain	296	455	8e-128	NZ_AOLZ01000012.1	118
NZ_AOLZ01000012.1_118	471	PANTHER	GLYCERATE KINASE	28	460	3.5e-108	NZ_AOLZ01000012.1	118
NZ_AOLZ01000012.1_158	93	Gene3D	Transcriptional coactivator/pterin dehydratase	1	91	1.9e-24	NZ_AOLZ01000012.1	158
NZ_AOLZ01000012.1_158	93	PANTHER	PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE	6	91	1.3e-14	NZ_AOLZ01000012.1	158
NZ_AOLZ01000012.1_158	93	Pfam	Pterin 4 alpha carbinolamine dehydratase	5	88	5.7e-25	NZ_AOLZ01000012.1	158
NZ_AOLZ01000012.1_158	93	SUPERFAMILY	PCD-like	1	89	4.45e-25	NZ_AOLZ01000012.1	158
NZ_AOLZ01000012.1_158	93	CDD	PCD_DCoH	18	88	4.51213e-26	NZ_AOLZ01000012.1	158
NZ_AOLZ01000012.1_130	124	PANTHER	TRANSLATION INITIATION FACTOR 5A FAMILY MEMBER	5	102	1.2e-14	NZ_AOLZ01000012.1	130
NZ_AOLZ01000012.1_130	124	NCBIfam	translation initiation factor IF-5A	1	122	3.4e-41	NZ_AOLZ01000012.1	130
NZ_AOLZ01000012.1_130	124	CDD	S1_aIF5A	70	124	2.12641e-19	NZ_AOLZ01000012.1	130
NZ_AOLZ01000012.1_130	124	SMART	eIF_5a_2	69	123	6.1e-07	NZ_AOLZ01000012.1	130
NZ_AOLZ01000012.1_130	124	SUPERFAMILY	Translation proteins SH3-like domain	5	69	8.53e-20	NZ_AOLZ01000012.1	130
NZ_AOLZ01000012.1_130	124	SUPERFAMILY	Nucleic acid-binding proteins	70	123	6e-09	NZ_AOLZ01000012.1	130
NZ_AOLZ01000012.1_130	124	PIRSF	Transl_init_eIF5A	1	124	1.6e-42	NZ_AOLZ01000012.1	130
NZ_AOLZ01000012.1_130	124	FunFam	Translation initiation factor 5A	1	69	8.4e-35	NZ_AOLZ01000012.1	130
NZ_AOLZ01000012.1_208	140	PANTHER	STRESS RESPONSE PROTEIN NHAX	54	140	8e-22	NZ_AOLZ01000012.1	208
NZ_AOLZ01000012.1_208	140	SUPERFAMILY	Adenine nucleotide alpha hydrolases-like	2	140	4.94e-33	NZ_AOLZ01000012.1	208
NZ_AOLZ01000012.1_208	140	Pfam	Universal stress protein family	3	140	1.7e-30	NZ_AOLZ01000012.1	208
NZ_AOLZ01000012.1_208	140	PRINTS	Universal stress protein signature	100	112	3.9e-11	NZ_AOLZ01000012.1	208
NZ_AOLZ01000012.1_208	140	PRINTS	Universal stress protein signature	118	140	3.9e-11	NZ_AOLZ01000012.1	208
NZ_AOLZ01000012.1_208	140	Gene3D	HUPs	2	140	3.5e-37	NZ_AOLZ01000012.1	208
NZ_AOLZ01000012.1_208	140	CDD	USP_Like	3	139	4.6516e-24	NZ_AOLZ01000012.1	208
NZ_AOLZ01000012.1_20	525	PANTHER	PEPTIDASE S8	123	450	5.3e-37	NZ_AOLZ01000012.1	20
NZ_AOLZ01000012.1_20	525	SUPERFAMILY	Subtilisin-like	198	486	1.83e-47	NZ_AOLZ01000012.1	20
NZ_AOLZ01000012.1_20	525	Gene3D	Peptidase S8/S53 domain	182	486	8.2e-50	NZ_AOLZ01000012.1	20
NZ_AOLZ01000012.1_20	525	Pfam	Subtilase family	204	447	2.9e-35	NZ_AOLZ01000012.1	20
NZ_AOLZ01000012.1_20	525	PRINTS	Subtilisin serine protease family (S8) signature	203	222	9.8e-10	NZ_AOLZ01000012.1	20
NZ_AOLZ01000012.1_20	525	PRINTS	Subtilisin serine protease family (S8) signature	255	268	9.8e-10	NZ_AOLZ01000012.1	20
NZ_AOLZ01000012.1_20	525	PRINTS	Subtilisin serine protease family (S8) signature	429	445	9.8e-10	NZ_AOLZ01000012.1	20
NZ_AOLZ01000012.1_144	384	PANTHER	BETA-LACTAMASE-RELATED	242	380	8e-79	NZ_AOLZ01000012.1	144
NZ_AOLZ01000012.1_144	384	Pfam	Beta-lactamase	19	367	1.1e-71	NZ_AOLZ01000012.1	144
NZ_AOLZ01000012.1_144	384	SUPERFAMILY	beta-lactamase/transpeptidase-like	8	378	1.63e-77	NZ_AOLZ01000012.1	144
NZ_AOLZ01000012.1_88	220	Pfam	Putative transposase DNA-binding domain	139	205	6e-12	NZ_AOLZ01000012.1	88
NZ_AOLZ01000012.1_169	210	PANTHER	DEHYDRODOLICHYL DIPHOSPHATE SYNTHASE FAMILY MEMBER	108	209	4.2e-20	NZ_AOLZ01000012.1	169
NZ_AOLZ01000012.1_169	210	Pfam	Putative undecaprenyl diphosphate synthase	107	209	2.4e-23	NZ_AOLZ01000012.1	169
NZ_AOLZ01000012.1_169	210	FunFam	Undecaprenyl diphosphate synthase	97	210	2.7e-48	NZ_AOLZ01000012.1	169
NZ_AOLZ01000012.1_169	210	SUPERFAMILY	Undecaprenyl diphosphate synthase	27	204	8.76e-31	NZ_AOLZ01000012.1	169
NZ_AOLZ01000012.1_153	490	SUPERFAMILY	SNF-like	10	463	1.31e-108	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_153	490	PANTHER	TRANSPORTER	5	438	1.1e-91	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_153	490	NCBIfam	sodium-dependent transporter	15	366	6.9e-31	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_153	490	PRINTS	Sodium/chloride neurotransmitter symporter signature	18	39	1.3e-14	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_153	490	PRINTS	Sodium/chloride neurotransmitter symporter signature	47	66	1.3e-14	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_153	490	PRINTS	Sodium/chloride neurotransmitter symporter signature	93	119	1.3e-14	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_153	490	CDD	SLC6sbd_Tyt1-Like	13	435	7.64188e-115	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_153	490	Pfam	Sodium:neurotransmitter symporter family	158	440	4.1e-27	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_153	490	Pfam	Sodium:neurotransmitter symporter family	10	125	3.6e-27	NZ_AOLZ01000012.1	153
NZ_AOLZ01000012.1_59	211	CDD	PRTases_typeI	10	181	1.82603e-17	NZ_AOLZ01000012.1	59
NZ_AOLZ01000012.1_59	211	SUPERFAMILY	PRTase-like	3	207	8.39e-46	NZ_AOLZ01000012.1	59
NZ_AOLZ01000012.1_59	211	PANTHER	ESTERASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05850)-RELATED	6	208	5.8e-17	NZ_AOLZ01000012.1	59
NZ_AOLZ01000012.1_59	211	Pfam	Phosphoribosyl transferase domain	9	195	9.1e-25	NZ_AOLZ01000012.1	59
NZ_AOLZ01000012.1_159	473	PANTHER	GLUTAMYL-TRNA REDUCTASE	8	432	7.3e-102	NZ_AOLZ01000012.1	159
