	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
JAJCVI010000002.1_JAJCVI010000002.1_602	JAJCVI010000002.1	JAJCVI010000002.1	602	596440	597009	-1	C	K03049	DNA-directed RNA polymerase subunit E' [EC:2.7.7.6]								SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397 [PF03876.20]; S1 RNA binding domain [PF00575.26]					0
JAJCVI010000002.1_JAJCVI010000002.1_603	JAJCVI010000002.1	JAJCVI010000002.1	603	597012	597392	-1	C	K07158	uncharacterized protein								PIN like domain [PF18477.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_604	JAJCVI010000002.1	JAJCVI010000002.1	604	597400	598635	-1	C	K03242	translation initiation factor 2 subunit 3								Initiation factor eIF2 gamma, C terminal [PF09173.14]; Elongation factor Tu GTP binding domain [PF00009.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_605	JAJCVI010000002.1	JAJCVI010000002.1	605	598817	600658	-1	D										Citrate transporter [PF03600.19]; Sodium:sulfate symporter transmembrane region [PF00939.22]; TrkA-C domain [PF02080.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_606	JAJCVI010000002.1	JAJCVI010000002.1	606	600830	601705	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_607	JAJCVI010000002.1	JAJCVI010000002.1	607	601866	602126	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_608	JAJCVI010000002.1	JAJCVI010000002.1	608	602202	603728	1	D										Family of unknown function (DUF5787) [PF19100.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_609	JAJCVI010000002.1	JAJCVI010000002.1	609	603816	604247	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_610	JAJCVI010000002.1	JAJCVI010000002.1	610	604316	604846	1	C	K09140	pre-rRNA-processing protein TSR3								Ribosome biogenesis protein, C-terminal [PF04034.16]; Possible Fer4-like domain in RNase L inhibitor, RLI [PF04068.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_611	JAJCVI010000002.1	JAJCVI010000002.1	611	604851	606539	-1	C	K04566	lysyl-tRNA synthetase, class I [EC:6.1.1.6]								tRNA synthetases class I (K) [PF01921.21]; tRNA synthetases class I (M) [PF09334.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_612	JAJCVI010000002.1	JAJCVI010000002.1	612	606687	607433	-1	C	K09903	uridylate kinase [EC:2.7.4.22]								Amino acid kinase family [PF00696.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_613	JAJCVI010000002.1	JAJCVI010000002.1	613	607880	608128	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_614	JAJCVI010000002.1	JAJCVI010000002.1	614	608314	609480	1	D			MER0220025	M50B	MER0220025 - PF0392 g.p. ({Pyrococcus furiosus}) (Halalkalicoccus jeotgali) [M50.A04]#M50B#{peptidase unit: 102-367}~source YP_003736040~	False	0.63	330.0	1.453e-98						0
JAJCVI010000002.1_JAJCVI010000002.1_615	JAJCVI010000002.1	JAJCVI010000002.1	615	609556	610455	-1	C	K00946	thiamine-monophosphate kinase [EC:2.7.4.16]								AIR synthase related protein, C-terminal domain [PF02769.25]; AIR synthase related protein, N-terminal domain [PF00586.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_616	JAJCVI010000002.1	JAJCVI010000002.1	616	610619	611653	1	C	K07027	glycosyltransferase 2 family protein								Lysylphosphatidylglycerol synthase TM region [PF03706.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_617	JAJCVI010000002.1	JAJCVI010000002.1	617	611760	612215	1	C	K02966	small subunit ribosomal protein S19e								Ribosomal protein S19e [PF01090.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_618	JAJCVI010000002.1	JAJCVI010000002.1	618	612283	612630	1	C	K06875	programmed cell death protein 5								Double-stranded DNA-binding domain [PF01984.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_619	JAJCVI010000002.1	JAJCVI010000002.1	619	612631	613221	1	C	K07585	tRNA methyltransferase								Asparagine synthase [PF00733.24]; Queuosine biosynthesis protein QueC [PF06508.16]; tRNA methyl transferase HUP domain [PF03054.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_620	JAJCVI010000002.1	JAJCVI010000002.1	620	613367	614671	1	C	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]								Histidyl-tRNA synthetase [PF13393.9]; Anticodon binding domain [PF03129.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_621	JAJCVI010000002.1	JAJCVI010000002.1	621	614672	615268	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_622	JAJCVI010000002.1	JAJCVI010000002.1	622	615450	616292	1	D										tRNA pseudouridine synthase [PF01416.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_623	JAJCVI010000002.1	JAJCVI010000002.1	623	616403	616630	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_624	JAJCVI010000002.1	JAJCVI010000002.1	624	616659	617987	-1	D			MER0299666	M28A	MER0299666 - subfamily M28A unassigned peptidases () [M28.UPA]#M28A#{peptidase unit: 90-413}~source YP_004808703~	True	0.568	358.0	2.603e-107	Peptidase family M28 [PF04389.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_625	JAJCVI010000002.1	JAJCVI010000002.1	625	618103	619893	1	C	K08602	oligoendopeptidase F [EC:3.4.24.-]	MER1189100	M03B	MER1189100 - subfamily M3B unassigned peptidases (Haladaptatus litoreus) [M03.UPB]#M03B#{peptidase unit: 291-572}~source WP_076430454~	True	0.82	476.0	1.66e-145	Peptidase family M3 [PF01432.23]; Oligopeptidase F [PF08439.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_626	JAJCVI010000002.1	JAJCVI010000002.1	626	620016	620405	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_627	JAJCVI010000002.1	JAJCVI010000002.1	627	620514	620951	-1	D										Domain of unknown function (DUF4442) [PF14539.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_628	JAJCVI010000002.1	JAJCVI010000002.1	628	621017	621229	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_629	JAJCVI010000002.1	JAJCVI010000002.1	629	621365	622273	1	C	K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]								6-phosphogluconate dehydrogenase, C-terminal domain [PF00393.22]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_630	JAJCVI010000002.1	JAJCVI010000002.1	630	622319	622969	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_631	JAJCVI010000002.1	JAJCVI010000002.1	631	623084	624229	-1	C	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]								Thiolase, N-terminal domain [PF00108.26]; Thiolase, C-terminal domain [PF02803.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_632	JAJCVI010000002.1	JAJCVI010000002.1	632	624361	627117	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_633	JAJCVI010000002.1	JAJCVI010000002.1	633	627145	628542	1	D			MER0278187	M41	MER0278187 - family M41 non-peptidase homologues (Glossina morsitans) [M41.UNW]#M41#{peptidase unit: 240-464}~source TMP013082-PA~	False	0.379	78.0	1.863e-13	ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (Cdc48 subfamily) [PF07724.17]; AAA domain (dynein-related subfamily) [PF07728.17]; AAA+ lid domain [PF17862.4]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; Type II/IV secretion system protein [PF00437.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_634	JAJCVI010000002.1	JAJCVI010000002.1	634	628638	629462	1	C	K06167	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]								Beta-lactamase superfamily domain [PF12706.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_635	JAJCVI010000002.1	JAJCVI010000002.1	635	629505	630920	-1	D										Arylsulfotransferase (ASST) [PF14269.9]; Arylsulfotransferase (ASST) [PF05935.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_636	JAJCVI010000002.1	JAJCVI010000002.1	636	631138	631452	1	D										Halobacterial output domain 1 [PF18545.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_637	JAJCVI010000002.1	JAJCVI010000002.1	637	631576	632958	1	C	K01875	seryl-tRNA synthetase [EC:6.1.1.11]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]; Seryl-tRNA synthetase N-terminal domain [PF02403.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_638	JAJCVI010000002.1	JAJCVI010000002.1	638	633144	633470	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_639	JAJCVI010000002.1	JAJCVI010000002.1	639	633618	634061	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_640	JAJCVI010000002.1	JAJCVI010000002.1	640	634199	635074	-1	C	K24129	glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]								AhpC/TSA family [PF00578.24]; Redoxin [PF08534.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_641	JAJCVI010000002.1	JAJCVI010000002.1	641	635235	637097	1	D										Rieske-like [2Fe-2S] domain [PF13806.9]; Rieske [2Fe-2S] domain [PF00355.29]					0
JAJCVI010000002.1_JAJCVI010000002.1_642	JAJCVI010000002.1	JAJCVI010000002.1	642	637194	638573	1	C	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]								Aldehyde dehydrogenase family [PF00171.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_643	JAJCVI010000002.1	JAJCVI010000002.1	643	638658	639947	1	D										PQQ-like domain [PF13360.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_644	JAJCVI010000002.1	JAJCVI010000002.1	644	639944	640894	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_645	JAJCVI010000002.1	JAJCVI010000002.1	645	640923	641270	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_646	JAJCVI010000002.1	JAJCVI010000002.1	646	641371	642444	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_647	JAJCVI010000002.1	JAJCVI010000002.1	647	642426	642614	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_648	JAJCVI010000002.1	JAJCVI010000002.1	648	642656	643867	-1	C	K01754	threonine dehydratase [EC:4.3.1.19]								Pyridoxal-phosphate dependent enzyme [PF00291.28]; ACT domain [PF13291.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_649	JAJCVI010000002.1	JAJCVI010000002.1	649	643968	644177	-1	C	K09165	dodecin								Dodecin [PF07311.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_650	JAJCVI010000002.1	JAJCVI010000002.1	650	644396	645571	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_651	JAJCVI010000002.1	JAJCVI010000002.1	651	645609	645998	1	D										Domain of unknown function (DUF5611) [PF18446.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_652	JAJCVI010000002.1	JAJCVI010000002.1	652	646126	647577	-1	C	K22469	probable ribonuclease FAU-1 [EC:3.1.26.-]								Protein of unknown function (DUF402) [PF04167.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_653	JAJCVI010000002.1	JAJCVI010000002.1	653	647574	648011	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_654	JAJCVI010000002.1	JAJCVI010000002.1	654	648185	648364	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_655	JAJCVI010000002.1	JAJCVI010000002.1	655	648545	649675	1	C	K24131	protease PrsW [EC:3.4.-.-]	MER0941081	M82	MER0941081 - family M82 unassigned peptidases (Natronococcus jeotgali) [M82.UPW]#M82#{peptidase unit: 93-293}~source L9XW49~	False	0.585	228.0	6.664e-64	PrsW family intramembrane metalloprotease [PF13367.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_656	JAJCVI010000002.1	JAJCVI010000002.1	656	649721	650338	-1	C	K00793	riboflavin synthase [EC:2.5.1.9]								Lumazine binding domain [PF00677.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_657	JAJCVI010000002.1	JAJCVI010000002.1	657	650394	650717	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_658	JAJCVI010000002.1	JAJCVI010000002.1	658	650745	651836	-1	D										tRNA synthetases class I (W and Y) [PF00579.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_659	JAJCVI010000002.1	JAJCVI010000002.1	659	652013	652504	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_660	JAJCVI010000002.1	JAJCVI010000002.1	660	652783	653241	-1	D										Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) family [PF00583.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_661	JAJCVI010000002.1	JAJCVI010000002.1	661	653378	654550	-1	D			MER0155264	M24A	MER0155264 - subfamily M24A unassigned peptidases (Halorubrum lacusprofundi) [M24.UPA]#M24A#{peptidase unit: 208-428}~source YP_002564877~	False	0.393	141.0	3.409e-34	Metallopeptidase family M24 [PF00557.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_662	JAJCVI010000002.1	JAJCVI010000002.1	662	654558	656414	-1	D										UvrD/REP helicase N-terminal domain [PF00580.24]; UvrD-like helicase C-terminal domain [PF13361.9]; AAA domain [PF13245.9]; UvrD-like helicase C-terminal domain [PF13538.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_663	JAJCVI010000002.1	JAJCVI010000002.1	663	656550	656720	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_664	JAJCVI010000002.1	JAJCVI010000002.1	664	656892	657068	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_665	JAJCVI010000002.1	JAJCVI010000002.1	665	657102	658082	1	C	K22837	SAMP-activating enzyme [EC:2.7.7.100]								ThiF family [PF00899.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_666	JAJCVI010000002.1	JAJCVI010000002.1	666	658164	658757	1	D										Phospholipid methyltransferase [PF04191.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_667	JAJCVI010000002.1	JAJCVI010000002.1	667	658857	659705	1	C	K11621	lia operon protein LiaG													0
JAJCVI010000002.1_JAJCVI010000002.1_668	JAJCVI010000002.1	JAJCVI010000002.1	668	659736	660671	-1	D										Periplasmic binding protein [PF01497.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_669	JAJCVI010000002.1	JAJCVI010000002.1	669	660817	661035	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_670	JAJCVI010000002.1	JAJCVI010000002.1	670	661061	662041	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_671	JAJCVI010000002.1	JAJCVI010000002.1	671	662132	662509	1	C	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]								Endoribonuclease L-PSP [PF01042.24]; YjgF/chorismate_mutase-like, putative endoribonuclease [PF14588.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_672	JAJCVI010000002.1	JAJCVI010000002.1	672	662509	662706	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_673	JAJCVI010000002.1	JAJCVI010000002.1	673	662787	664892	1	D			MER0055986	M61	MER0055986 - family M61 unassigned peptidases (Halogeometricum borinquense) [M61.UPW]#M61#{peptidase unit: 251-400}~source GEBA2500153581~	False	0.366	94.0	6.281e-18	Clostridial binary toxin B/anthrax toxin PA Ca-binding domain [PF03495.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_674	JAJCVI010000002.1	JAJCVI010000002.1	674	665211	666470	1	C	K07496	putative transposase								Putative transposase DNA-binding domain [PF07282.14]; Probable transposase [PF01385.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_675	JAJCVI010000002.1	JAJCVI010000002.1	675	666710	668128	1	D										Concanavalin A-like lectin/glucanases superfamily [PF13385.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_676	JAJCVI010000002.1	JAJCVI010000002.1	676	668210	669646	1	D										PAS fold [PF08448.13]; PAS fold [PF00989.28]; PAS domain [PF13426.10]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF12860.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_677	JAJCVI010000002.1	JAJCVI010000002.1	677	669738	670490	1	D										SOS response associated peptidase (SRAP) [PF02586.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_678	JAJCVI010000002.1	JAJCVI010000002.1	678	670590	672407	-1	C	K01113	alkaline phosphatase D [EC:3.1.3.1]								PhoD-like phosphatase [PF09423.13]; PhoD-like phosphatase, N-terminal domain [PF16655.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_679	JAJCVI010000002.1	JAJCVI010000002.1	679	672585	672872	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_680	JAJCVI010000002.1	JAJCVI010000002.1	680	673152	674807	1	C	K22447	archaeal chaperonin								TCP-1/cpn60 chaperonin family [PF00118.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_681	JAJCVI010000002.1	JAJCVI010000002.1	681	674953	675417	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_682	JAJCVI010000002.1	JAJCVI010000002.1	682	675414	676349	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_683	JAJCVI010000002.1	JAJCVI010000002.1	683	676465	676926	-1	D										Winged helix-turn-helix DNA-binding [PF13412.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_684	JAJCVI010000002.1	JAJCVI010000002.1	684	677052	678404	1	C	K01915	glutamine synthetase [EC:6.3.1.2]								Glutamine synthetase, catalytic domain [PF00120.27]; Glutamine synthetase, beta-Grasp domain [PF03951.22]; Glutamine synthetase N-terminal domain [PF16952.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_685	JAJCVI010000002.1	JAJCVI010000002.1	685	678456	678929	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_686	JAJCVI010000002.1	JAJCVI010000002.1	686	679052	679387	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_687	JAJCVI010000002.1	JAJCVI010000002.1	687	679439	681658	1	C	K03572	DNA mismatch repair protein MutL								MutL C terminal dimerisation domain [PF08676.14]; DNA mismatch repair protein, C-terminal domain [PF01119.22]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_688	JAJCVI010000002.1	JAJCVI010000002.1	688	681662	682699	1	C	K01974	RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]								RNA 3'-terminal phosphate cyclase [PF01137.24]; RNA 3'-terminal phosphate cyclase (RTC), insert domain [PF05189.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_689	JAJCVI010000002.1	JAJCVI010000002.1	689	682850	683812	1	C	K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]								pfkB family carbohydrate kinase [PF00294.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_690	JAJCVI010000002.1	JAJCVI010000002.1	690	683903	685315	1	C	K03423	bis-gamma-glutamylcystine reductase [EC:1.8.1.13]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_691	JAJCVI010000002.1	JAJCVI010000002.1	691	685429	685890	1	C	K13993	HSP20 family protein								Hsp20/alpha crystallin family [PF00011.24]; HSP20-like domain found in ArsA [PF17886.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_692	JAJCVI010000002.1	JAJCVI010000002.1	692	686110	686346	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_693	JAJCVI010000002.1	JAJCVI010000002.1	693	686581	688329	-1	D										MutS domain V [PF00488.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_694	JAJCVI010000002.1	JAJCVI010000002.1	694	688438	689328	1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]								Ribonucleotide reductase, small chain [PF00268.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_695	JAJCVI010000002.1	JAJCVI010000002.1	695	689421	689663	-1	D										Glutathione S-transferase, N-terminal domain [PF13417.9]; Glutathione S-transferase, N-terminal domain [PF13409.9]; Glutaredoxin [PF00462.27]; Glutathione S-transferase, N-terminal domain [PF02798.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_696	JAJCVI010000002.1	JAJCVI010000002.1	696	689903	690457	1	C	K07038	inner membrane protein													0
JAJCVI010000002.1_JAJCVI010000002.1_697	JAJCVI010000002.1	JAJCVI010000002.1	697	690579	691505	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_698	JAJCVI010000002.1	JAJCVI010000002.1	698	691532	691993	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_699	JAJCVI010000002.1	JAJCVI010000002.1	699	692058	692624	1	D										Domain of unknown function (DUF4112) [PF13430.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_700	JAJCVI010000002.1	JAJCVI010000002.1	700	692689	693945	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_701	JAJCVI010000002.1	JAJCVI010000002.1	701	694087	695439	1	C	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]								Phosphoribosylglycinamide synthetase, C domain [PF02843.19]; Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.22]; ATP-grasp domain [PF02655.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_702	JAJCVI010000002.1	JAJCVI010000002.1	702	695470	696141	-1	C	K19221	cob(I)alamin adenosyltransferase [EC:2.5.1.17]								ATP:corrinoid adenosyltransferase BtuR/CobO/CobP [PF02572.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_703	JAJCVI010000002.1	JAJCVI010000002.1	703	696235	696909	-1	C	K06999	phospholipase/carboxylesterase	MER0155257	S09X	MER0155257 - family S9 unassigned peptidases (Halorubrum lacusprofundi) [S09.UPW]#S09X#{peptidase unit: 121-233}~source ACM55634~	False	0.581	128.0	8.251e-32	Phospholipase/Carboxylesterase [PF02230.19]; Dienelactone hydrolase family [PF01738.21]; Serine aminopeptidase, S33 [PF12146.11]					0
JAJCVI010000002.1_JAJCVI010000002.1_704	JAJCVI010000002.1	JAJCVI010000002.1	704	697023	697358	-1	D										Thioredoxin [PF00085.23]; F plasmid transfer operon protein [PF13728.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_705	JAJCVI010000002.1	JAJCVI010000002.1	705	697416	698459	-1	C	K03124	transcription initiation factor TFIIB								Transcription factor TFIIB repeat [PF00382.22]; TFIIB zinc-binding [PF08271.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_706	JAJCVI010000002.1	JAJCVI010000002.1	706	698619	699368	1	D										HTH DNA binding domain [PF04967.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_707	JAJCVI010000002.1	JAJCVI010000002.1	707	699426	699812	1	D										Rhodanese-like domain [PF00581.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_708	JAJCVI010000002.1	JAJCVI010000002.1	708	699934	700227	-1	C	K03113	translation initiation factor 1								Translation initiation factor SUI1 [PF01253.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_709	JAJCVI010000002.1	JAJCVI010000002.1	709	700384	702645	-1	C	K22452	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	MER0626880	C110	MER0626880 - family C110 unassigned peptidases (Acinetobacter radioresistens) [C110.UPW]#C110#{peptidase unit: 404-472}~source WP_005025360~	False	0.556	66.0	2.499e-09	Transglutaminase-like superfamily [PF01841.22]; TgpA N-terminal domain [PF11992.11]					0
JAJCVI010000002.1_JAJCVI010000002.1_710	JAJCVI010000002.1	JAJCVI010000002.1	710	702767	703771	-1	D										Protein of unknown function DUF58 [PF01882.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_711	JAJCVI010000002.1	JAJCVI010000002.1	711	703773	704765	-1	C	K03924	MoxR-like ATPase [EC:3.6.3.-]								ATPase family associated with various cellular activities (AAA) [PF07726.14]; AAA domain (dynein-related subfamily) [PF07728.17]; AAA lid domain [PF17863.4]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.2]; Sigma-54 interaction domain [PF00158.29]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; MCM P-loop domain [PF00493.26]					0
JAJCVI010000002.1_JAJCVI010000002.1_712	JAJCVI010000002.1	JAJCVI010000002.1	712	705001	705195	-1	C	K03704	cold shock protein								'Cold-shock' DNA-binding domain [PF00313.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_713	JAJCVI010000002.1	JAJCVI010000002.1	713	705276	705581	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_714	JAJCVI010000002.1	JAJCVI010000002.1	714	705648	705866	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_715	JAJCVI010000002.1	JAJCVI010000002.1	715	706061	707089	-1	C	K00320	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]								Luciferase-like monooxygenase [PF00296.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_716	JAJCVI010000002.1	JAJCVI010000002.1	716	707079	707837	-1	C	K12234	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]								F420-0:Gamma-glutamyl ligase [PF01996.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_717	JAJCVI010000002.1	JAJCVI010000002.1	717	707960	708445	-1	C	K07095	uncharacterized protein								Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_718	JAJCVI010000002.1	JAJCVI010000002.1	718	708502	709854	1	C	K18237	ribose 1,5-bisphosphate isomerase [EC:5.3.1.29]								Initiation factor 2 subunit family [PF01008.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_719	JAJCVI010000002.1	JAJCVI010000002.1	719	710262	710822	1	C	K03830	putative acetyltransferase [EC:2.3.1.-]								Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) family [PF00583.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_720	JAJCVI010000002.1	JAJCVI010000002.1	720	710865	711482	-1	D										Ferrous iron transport protein B [PF02421.21]; 50S ribosome-binding GTPase [PF01926.26]; Elongation factor Tu GTP binding domain [PF00009.30]; AIG1 family [PF04548.19]; Ras family [PF00071.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_721	JAJCVI010000002.1	JAJCVI010000002.1	721	711832	713235	1	D										Domain of unknown function (DUF389) [PF04087.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_722	JAJCVI010000002.1	JAJCVI010000002.1	722	713271	714035	1	C	K09807	uncharacterized protein								Protein of unknown function (DUF541) [PF04402.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_723	JAJCVI010000002.1	JAJCVI010000002.1	723	714122	715087	-1	C	K06943	nucleolar GTP-binding protein								NOG1 N-terminal helical domain [PF17835.4]; Nucleolar GTP-binding protein 1 (NOG1) [PF06858.17]; Ferrous iron transport protein B [PF02421.21]; 50S ribosome-binding GTPase [PF01926.26]; MnmE helical domain [PF12631.10]; ADP-ribosylation factor family [PF00025.24]					0
