V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ORF
WP_135823088.1,494,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,17,-,-,-,ORF23
WP_135823088.1,494,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,38,-,-,-,ORF23
WP_135823088.1,494,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,273,291,-,-,-,ORF23
WP_135823088.1,494,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",292,494,-,-,-,ORF23
WP_135823088.1,494,SignalP_GRAM_NEGATIVE,SignalP-TM,SignalP-TM,1,38,-,-,-,ORF23
WP_135823088.1,494,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",39,272,-,-,-,ORF23
WP_135823088.1,494,Coils,Coil,Coil,424,444,-,-,-,ORF23
WP_135823088.1,494,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,30,38,-,-,-,ORF23
WP_135823088.1,494,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,20,42,-,-,-,ORF23
WP_135823088.1,494,MobiDBLite,mobidb-lite,consensus disorder prediction,37,104,-,-,-,ORF23
WP_135823088.1,494,MobiDBLite,mobidb-lite,consensus disorder prediction,458,494,-,-,-,ORF23
WP_135823088.1,494,MobiDBLite,mobidb-lite,consensus disorder prediction,41,102,-,-,-,ORF23
WP_135823088.1,494,MobiDBLite,mobidb-lite,consensus disorder prediction,460,494,-,-,-,ORF23
WP_253439220.1,444,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,35,-,-,-,ORF23
WP_253439220.1,444,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,25,35,-,-,-,ORF23
WP_253439220.1,444,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",36,228,-,-,-,ORF23
WP_253439220.1,444,SignalP_EUK,SignalP-TM,SignalP-TM,1,29,-,-,-,ORF23
WP_253439220.1,444,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",247,444,-,-,-,ORF23
WP_253439220.1,444,SignalP_EUK,SignalP-TM,SignalP-TM,1,35,-,-,-,ORF23
WP_253439220.1,444,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,10,32,-,-,-,ORF23
WP_253439220.1,444,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,229,246,-,-,-,ORF23
WP_253439220.1,444,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,12,-,-,-,ORF23
WP_253439220.1,444,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,229,246,-,-,-,ORF23
WP_253439220.1,444,MobiDBLite,mobidb-lite,consensus disorder prediction,416,444,-,-,-,ORF23
WP_253439220.1,444,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,13,24,-,-,-,ORF23
WP_227134594.1,459,MobiDBLite,mobidb-lite,consensus disorder prediction,32,80,-,-,-,ORF23
WP_227134594.1,459,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,242,264,-,-,-,ORF23
WP_227134594.1,459,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,238,264,-,-,-,ORF23
WP_227134594.1,459,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,11,22,-,-,-,ORF23
WP_227134594.1,459,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,23,30,-,-,-,ORF23
WP_227134594.1,459,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,30,-,-,-,ORF23
WP_227134594.1,459,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,10,-,-,-,ORF23
WP_227134594.1,459,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,30,-,-,-,ORF23
WP_227134594.1,459,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",31,237,-,-,-,ORF23
WP_227134594.1,459,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,30,-,-,-,ORF23
WP_227134594.1,459,MobiDBLite,mobidb-lite,consensus disorder prediction,41,80,-,-,-,ORF23
WP_227134594.1,459,Coils,Coil,Coil,391,411,-,-,-,ORF23
WP_227134594.1,459,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",265,459,-,-,-,ORF23
WP_227134594.1,459,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,23,-,-,-,ORF23
WP_227134594.1,459,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,9,31,-,-,-,ORF23
WP_006430297.1,453,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,14,-,-,-,ORF23
WP_006430297.1,453,MobiDBLite,mobidb-lite,consensus disorder prediction,43,72,-,-,-,ORF23
WP_006430297.1,453,MobiDBLite,mobidb-lite,consensus disorder prediction,34,76,-,-,-,ORF23
WP_006430297.1,453,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",35,222,-,-,-,ORF23
WP_006430297.1,453,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,15,26,-,-,-,ORF23
WP_006430297.1,453,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,27,34,-,-,-,ORF23
WP_006430297.1,453,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,27,-,-,-,ORF23
WP_006430297.1,453,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",255,453,-,-,-,ORF23
WP_006430297.1,453,MobiDBLite,mobidb-lite,consensus disorder prediction,419,453,-,-,-,ORF23
WP_006430297.1,453,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,223,254,-,-,-,ORF23
WP_006430297.1,453,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,34,-,-,-,ORF23
WP_006430297.1,453,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,232,254,-,-,-,ORF23
WP_006430297.1,453,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,34,-,-,-,ORF23
WP_006430297.1,453,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,13,35,-,-,-,ORF23
WP_006430297.1,453,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,34,-,-,-,ORF23
WP_162994404.1,410,MobiDBLite,mobidb-lite,consensus disorder prediction,1,22,-,-,-,ORF23
WP_162994404.1,410,MobiDBLite,mobidb-lite,consensus disorder prediction,1,32,-,-,-,ORF23
WP_162994404.1,410,Coils,Coil,Coil,342,362,-,-,-,ORF23
WP_162994404.1,410,MobiDBLite,mobidb-lite,consensus disorder prediction,375,410,-,-,-,ORF23
WP_162994404.1,410,MobiDBLite,mobidb-lite,consensus disorder prediction,383,410,-,-,-,ORF23
WP_176580081.1,567,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,114,136,-,-,-,ORF24
WP_176580081.1,567,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,158,175,-,-,-,ORF24
WP_176580081.1,567,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",343,567,-,-,-,ORF24
WP_176580081.1,567,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,297,316,-,-,-,ORF24
WP_176580081.1,567,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,297,316,-,-,-,ORF24
WP_176580081.1,567,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,151,173,-,-,-,ORF24
WP_176580081.1,567,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",317,321,-,-,-,ORF24
WP_176580081.1,567,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,116,138,-,-,-,ORF24
WP_176580081.1,567,MobiDBLite,mobidb-lite,consensus disorder prediction,1,50,-,-,-,ORF24
WP_176580081.1,567,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",176,296,-,-,-,ORF24
WP_176580081.1,567,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,321,343,-,-,-,ORF24
WP_176580081.1,567,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",139,157,-,-,-,ORF24
WP_176580081.1,567,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,322,342,-,-,-,ORF24
WP_176580081.1,567,CDD,cd01610,PAP2_like,300,346,345.692,-,-,ORF24
WP_176580081.1,567,MobiDBLite,mobidb-lite,consensus disorder prediction,1,17,-,-,-,ORF24
WP_176580081.1,567,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,115,-,-,-,ORF24
WP_004048499.1,499,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",275,499,-,-,-,ORF24
WP_004048499.1,499,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,229,248,-,-,-,ORF24
WP_004048499.1,499,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,255,277,-,-,-,ORF24
WP_004048499.1,499,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,46,68,-,-,-,ORF24
WP_004048499.1,499,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,48,70,-,-,-,ORF24
WP_004048499.1,499,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",108,228,-,-,-,ORF24
WP_004048499.1,499,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,47,-,-,-,ORF24
WP_004048499.1,499,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,83,105,-,-,-,ORF24
WP_004048499.1,499,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",249,253,-,-,-,ORF24
WP_004048499.1,499,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,229,251,-,-,-,ORF24
WP_004048499.1,499,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,254,274,-,-,-,ORF24
WP_004048499.1,499,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",71,89,-,-,-,ORF24
WP_004048499.1,499,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,90,107,-,-,-,ORF24
WP_088901273.1,567,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,114,136,-,-,-,ORF24
WP_088901273.1,567,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,158,175,-,-,-,ORF24
WP_088901273.1,567,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",343,567,-,-,-,ORF24
WP_088901273.1,567,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,297,316,-,-,-,ORF24
WP_088901273.1,567,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,297,316,-,-,-,ORF24
WP_088901273.1,567,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,151,173,-,-,-,ORF24
WP_088901273.1,567,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",317,321,-,-,-,ORF24
WP_088901273.1,567,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,116,138,-,-,-,ORF24
WP_088901273.1,567,MobiDBLite,mobidb-lite,consensus disorder prediction,1,50,-,-,-,ORF24
WP_088901273.1,567,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",176,296,-,-,-,ORF24
WP_088901273.1,567,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,321,343,-,-,-,ORF24
WP_088901273.1,567,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",139,157,-,-,-,ORF24
WP_088901273.1,567,MobiDBLite,mobidb-lite,consensus disorder prediction,1,24,-,-,-,ORF24
WP_088901273.1,567,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,322,342,-,-,-,ORF24
WP_088901273.1,567,CDD,cd01610,PAP2_like,300,346,517.605,-,-,ORF24
WP_088901273.1,567,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,115,-,-,-,ORF24
WP_013876066.1,538,MobiDBLite,mobidb-lite,consensus disorder prediction,518,538,-,-,-,ORF24
WP_013876066.1,538,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",274,278,-,-,-,ORF24
WP_013876066.1,538,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,279,299,-,-,-,ORF24
WP_013876066.1,538,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",83,93,-,-,-,ORF24
WP_013876066.1,538,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,98,120,-,-,-,ORF24
WP_013876066.1,538,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,5,-,-,-,ORF24
WP_013876066.1,538,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,254,276,-,-,-,ORF24
WP_013876066.1,538,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,281,300,-,-,-,ORF24
WP_013876066.1,538,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,254,273,-,-,-,ORF24
WP_013876066.1,538,MobiDBLite,mobidb-lite,consensus disorder prediction,211,230,-,-,-,ORF24
WP_013876066.1,538,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,10,29,-,-,-,ORF24
WP_013876066.1,538,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",117,253,-,-,-,ORF24
WP_013876066.1,538,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,6,27,-,-,-,ORF24
WP_013876066.1,538,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",300,538,-,-,-,ORF24
WP_013876066.1,538,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,61,82,-,-,-,ORF24
WP_013876066.1,538,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",28,60,-,-,-,ORF24
WP_013876066.1,538,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,61,83,-,-,-,ORF24
WP_013876066.1,538,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,94,116,-,-,-,ORF24
WP_254810615.1,569,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,326,345,-,-,-,ORF24
WP_254810615.1,569,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,118,140,-,-,-,ORF24
WP_254810615.1,569,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,325,344,-,-,-,ORF24
WP_254810615.1,569,MobiDBLite,mobidb-lite,consensus disorder prediction,21,45,-,-,-,ORF24
WP_254810615.1,569,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,155,177,-,-,-,ORF24
WP_254810615.1,569,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",140,150,-,-,-,ORF24
WP_254810615.1,569,MobiDBLite,mobidb-lite,consensus disorder prediction,1,45,-,-,-,ORF24
WP_254810615.1,569,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",178,299,-,-,-,ORF24
WP_254810615.1,569,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",320,324,-,-,-,ORF24
WP_254810615.1,569,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,118,-,-,-,ORF24
WP_254810615.1,569,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,151,177,-,-,-,ORF24
WP_254810615.1,569,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",345,569,-,-,-,ORF24
WP_254810615.1,569,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,300,322,-,-,-,ORF24
WP_254810615.1,569,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,119,139,-,-,-,ORF24
WP_254810615.1,569,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,300,319,-,-,-,ORF24
WP_006111403.1,543,MobiDBLite,mobidb-lite,consensus disorder prediction,178,231,-,-,-,ORF24
WP_006111403.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,60,81,-,-,-,ORF24
WP_006111403.1,543,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,5,-,-,-,ORF24
WP_006111403.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,93,115,-,-,-,ORF24
WP_006111403.1,543,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",116,255,-,-,-,ORF24
WP_006111403.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,24,-,-,-,ORF24
WP_006111403.1,543,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",25,59,-,-,-,ORF24
WP_006111403.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,6,24,-,-,-,ORF24
WP_006111403.1,543,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",276,280,-,-,-,ORF24
WP_006111403.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,281,301,-,-,-,ORF24
WP_006111403.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,92,114,-,-,-,ORF24
WP_006111403.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,60,82,-,-,-,ORF24
WP_006111403.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,256,278,-,-,-,ORF24
WP_006111403.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,283,302,-,-,-,ORF24
WP_006111403.1,543,MobiDBLite,mobidb-lite,consensus disorder prediction,519,543,-,-,-,ORF24
WP_006111403.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,256,275,-,-,-,ORF24
WP_006111403.1,543,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",82,92,-,-,-,ORF24
WP_006111403.1,543,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",302,543,-,-,-,ORF24
WP_253521886.1,498,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,217,236,-,-,-,ORF24
WP_253521886.1,498,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,83,101,-,-,-,ORF24
WP_253521886.1,498,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,38,-,-,-,ORF24
WP_253521886.1,498,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",64,82,-,-,-,ORF24
WP_253521886.1,498,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",264,498,-,-,-,ORF24
WP_253521886.1,498,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,242,263,-,-,-,ORF24
WP_253521886.1,498,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,39,63,-,-,-,ORF24
WP_253521886.1,498,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",102,216,-,-,-,ORF24
WP_253521886.1,498,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,71,93,-,-,-,ORF24
WP_253521886.1,498,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,217,236,-,-,-,ORF24
WP_253521886.1,498,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,39,61,-,-,-,ORF24
WP_253521886.1,498,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",237,241,-,-,-,ORF24
